Serial No.,College Name,Scholarship Info
235,Gudlavalleru Engineering College - [GEC],"As of for reservation students like getting seat through eamcet for all categories the fees is same As per tution fees for sc,st,obc,ews is 71500 for cse and for ece it is 71500 same for all other branches Coming to management fees for cse 210000 And for AIDS 180000 and for AIML 170000 And for ECE 150000 and for Mechanical 120000 and for civil 120000 and for IT 180000 and for EEE 150000 There is library fees is 4400 and records and other fees are different"
235,Gudlavalleru Engineering College - [GEC],40000 in one sem and remaining 40000 in another semester their will be bus fees which will be around 18000 per year. And in that tution fees is approximately 52000 and you will get scholarship on reimbursement upto 100% sc/st
236,Jaypee University of Engineering and Technology - [JUET],"Procedure, Terms & Conditions: Madhya Pradesh"
236,Jaypee University of Engineering and Technology - [JUET],The Government of Madhya Pradesh provides different types of scholarships for eligible students. Students are required to apply for scholarships online on Govt. website thereafter submit a printout to the University Office with all supporting documents within stipulated time.
236,Jaypee University of Engineering and Technology - [JUET],Documents Required
236,Jaypee University of Engineering and Technology - [JUET],Eligibility
236,Jaypee University of Engineering and Technology - [JUET],Benefits
237,Sri Venkateswara College of Engineering - [SVCE],We paid 13000 fee as we belong to fee reimbursement but the actual fee is 58800 and building fee is 13000 this will not included in the actual fee . Ap emacet is the qualifying exam to join our college
237,Sri Venkateswara College of Engineering - [SVCE],Currently I am studying in final year I paid 58800 for every academic year and building fee will be 16000 which is not included in the actual fee. My friends are applicable for jvd. So they can only pay the building tee
237,Sri Venkateswara College of Engineering - [SVCE],"SV College of Engineering is an autonomous college and the fee structure for this college is tuition fee (For management) is 110000 rupees and For building fees it's 10000 , Scholarships are for EAMCET/ECET quota students which the government pays tuition fees 58000 , overall nice college."
237,Sri Venkateswara College of Engineering - [SVCE],"The college fee is based on different branches and also about fee reimbursement. For the students who have the opportunity of fee reimbursement can pay the amount 52800/- in four installments. For the management students it vary for different branches. CSE-175000/- IT-150000/- CSC-120000/- to 125000/- CSM(AI&ML)-approx 150000/- etc... Beside this every student must and should pay the special fee 13000/- except Cybersecurity and Data Science branches, they need to pay only 10000/-.Remaining all branches need to pay 13000/-"
237,Sri Venkateswara College of Engineering - [SVCE],"I this college we need to write a common entrance exam for btech called Eamcet,Ecet.if we qualify in that exam we got seat in Btech course Application forms are available in college There is no reservations now. Providing online admission process is still better."
238,Thadomal Shahani Engineering College - [TSEC],The college fees that a genral category student has to pay is 188000 something at the moment and when I took admission it was 186000 so yeah it is getting increased. Talking about scholarships the college provides ebc scholarships where the tution fees is reduced to half and it is around 110000 for the ones having annual income in the economically backward range.
238,Thadomal Shahani Engineering College - [TSEC],"I don't know the full amount. I just know the amount which I paid after claiming EBC Scholarship i.e. ?1,11,031. Here is the detailed fee structure: Tuition Fee S.E.- AI & DS: 83044.00 College Development Fees: 24913.00 College Exams. Fees: 2418.00 University & Other Fees: 556.00 Re-Admission Form Fee: 100.00 Total: 111031"
