Serial No.,College Name,Company,Package,Job Roles,Headings
151,GLA University,Google,18 LPA,Software Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Hero MotoCorp,6 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Hexaware,4.2 LPA,Software Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Hindalco,6.5 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,HSBC,8.5 LPA,Software Developer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Indian Oil Corporation,8.5 LPA,Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,infosis,6 LPA,Customer Success Analyst,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Insurance,20 k(8 months training),NA,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Intel,13 LPA,Software Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Jobaaj Group,6 LPA,Junior Developer Intern,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,JSW Steel,7 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,L&T Construction,7 LPA,Project Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,L&T Infotech,4 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Larsen & Toubro,6 LPA,Site Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Mahindra & Mahindra,6 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Maruti Suzuki,6.5 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Microsoft,15 LPA,Software Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Mindtree,4.5 LPA,Software Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Mirketa,4.5-5.5 LPA,Trainee(developer),"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Mphasis,4 LPA,Software Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Mu Sigma,6 LPA,Decision Scientist,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Nvidia,14 LPA,Software Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,ONGC,9 LPA,Graduate Trainee,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Oracle,7 LPA,Associate Consultant,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Paytm,8 LPA,Software Developer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Presidio,10-12 LPA,Associate Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Qualcomm,12 LPA,Software Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Reliance Jio,6 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Samsung,9 LPA,Software Developer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,SAP Labs,10 LPA,Software Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Schlumberger,10 LPA,Field Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Shapoorji PAll BTech Branches Btech Branchesonji,5.5 LPA,Site Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Siemens,7 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Synopsis,16-18 LPAafter training(40 k for first 6 months training),Intern,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Syntel,4 LPA,Software Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Tata Aig Gneral,7 LPA after training,Software Developer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Tata Motors,6.5 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Tech Mahindra,3.6 LPA,Associate Software Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Texas Instruments,11.5 LPA,Design Engineer,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Vedanta,7.5 LPA,Graduate Engineer Trainee,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,Wells Fargo,8.5 LPA,Analyst,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
151,GLA University,ZS Associates,7 LPA,Business Operations Associate,"Name of the Company, Package Offered (INR), Job Role, Branches Eligible"
152,J.S. University - [JSU],No data found,No data found,No data found,No data found
153,Amity University,No data found,No data found,No data found,No data found
154,NIMS University,No data found,No data found,No data found,No data found
155,"Vels Institute of Science, Technology & Advanced Studies",Total Number of Graduating Students,2752,850,"Particulars, Placements Statistics (2023), Placements Statistics (2022)"
155,"Vels Institute of Science, Technology & Advanced Studies",Number of Students Placed,2050,718,"Particulars, Placements Statistics (2023), Placements Statistics (2022)"
155,"Vels Institute of Science, Technology & Advanced Studies",Placement Percentage,74.49% (Approx.),84.47% (Approx.),"Particulars, Placements Statistics (2023), Placements Statistics (2022)"
156,Techno India University,No data found,No data found,No data found,No data found
157,Vishwakarma Institute of Technology,No. of companies participated,259,29,"Particulars, Placements statistics (2020-21), Placements statistics (2021-22)"
157,Vishwakarma Institute of Technology,No. of students placed,212+,64,"Particulars, Placements statistics (2020-21), Placements statistics (2021-22)"
157,Vishwakarma Institute of Technology,No. of PPO,7,14,"Particulars, Placements statistics (2020-21), Placements statistics (2021-22)"
157,Vishwakarma Institute of Technology,Highest CTC offered,INR 33.75 LPA,INR 9 LPA,"Particulars, Placements statistics (2020-21), Placements statistics (2021-22)"
157,Vishwakarma Institute of Technology,Average CTC offered,INR 6.34 LPA,INR 4.77 LPA,"Particulars, Placements statistics (2020-21), Placements statistics (2021-22)"
157,Vishwakarma Institute of Technology,Top recruiters,"Accenture, Infosys, Mercedes Benz, Mu Sigma Business Solution, Tata Technologies Solutions, Thermax, Deloitte, Cognizant","BYJU’s, 3ea, LTI, Infosys","Particulars, Placements statistics (2020-21), Placements statistics (2021-22)"
158,JECRC University - [JU],Highest Package,INR 52 LPA,No data found,"Particulars, JECRC University Placement 2024 Statistics (Ongoing)"
158,JECRC University - [JU],Average Package,INR 6.8 LPA,No data found,"Particulars, JECRC University Placement 2024 Statistics (Ongoing)"
158,JECRC University - [JU],No. of Job Offers,1628,No data found,"Particulars, JECRC University Placement 2024 Statistics (Ongoing)"
158,JECRC University - [JU],No. of Recruiters,143,No data found,"Particulars, JECRC University Placement 2024 Statistics (Ongoing)"
158,JECRC University - [JU],No. of Students with CTC of more than INR 10 LPA,171,No data found,"Particulars, JECRC University Placement 2024 Statistics (Ongoing)"
158,JECRC University - [JU],No. of Students with CTC of more than INR 7 LPA,332,No data found,"Particulars, JECRC University Placement 2024 Statistics (Ongoing)"
159,Birla Institute of Technology and Science - [BITS],No data found,No data found,No data found,No data found
160,NIST University,No data found,No data found,No data found,No data found
161,Silicon University,`Number of recruiters,56,120,"Particulars, Placements Statistics (2020-21), Placements Statistics (2021-22)"
161,Silicon University,Number of new recruiters,-,40,"Particulars, Placements Statistics (2020-21), Placements Statistics (2021-22)"
161,Silicon University,Placement percentage,80%,96%,"Particulars, Placements Statistics (2020-21), Placements Statistics (2021-22)"
161,Silicon University,Number of offers,761,1233,"Particulars, Placements Statistics (2020-21), Placements Statistics (2021-22)"
161,Silicon University,Highest salary,-,INR 33 LPA,"Particulars, Placements Statistics (2020-21), Placements Statistics (2021-22)"
161,Silicon University,Average salary,-,INR 5.1 LPA,"Particulars, Placements Statistics (2020-21), Placements Statistics (2021-22)"
161,Silicon University,Top recruiters,"Accenture, Capgemini, Amazon, DXC, Deloitte","Accenture, Capgemini, Amazon, DXC, Deloitte","Particulars, Placements Statistics (2020-21), Placements Statistics (2021-22)"
162,Centurion University of Technology and Management - [CUTM],No data found,No data found,No data found,No data found
163,Sanskriti University - [SU],Highest Package,INR 54 LPA,No data found,"Particulars, Sanskriti University Placement Statistics"
163,Sanskriti University - [SU],Average Package,INR 6.20 LPA,No data found,"Particulars, Sanskriti University Placement Statistics"
163,Sanskriti University - [SU],No. of Recruiters,200+,No data found,"Particulars, Sanskriti University Placement Statistics"
163,Sanskriti University - [SU],MBA Students,100% placements,No data found,"Particulars, Sanskriti University Placement Statistics"
163,Sanskriti University - [SU],M.Tech Students,100% placements,No data found,"Particulars, Sanskriti University Placement Statistics"
163,Sanskriti University - [SU],BBA Students,100% placements,No data found,"Particulars, Sanskriti University Placement Statistics"
163,Sanskriti University - [SU],Diploma Students,100% placements,No data found,"Particulars, Sanskriti University Placement Statistics"
163,Sanskriti University - [SU],B.Tech Students,93% placements,No data found,"Particulars, Sanskriti University Placement Statistics"
164,Adamas University,No data found,No data found,No data found,No data found
165,Ganpat University - [GUNI],No data found,No data found,No data found,No data found
166,CEPT University,No data found,No data found,No data found,No data found
167,Birla Institute of Technology and Science - [BITS],Total Recruiters,280+,No data found,"Particulars, Placements Statistics 2023"
167,Birla Institute of Technology and Science - [BITS],Highest Package,INR 60.8 LPA,No data found,"Particulars, Placements Statistics 2023"
167,Birla Institute of Technology and Science - [BITS],Average Package,INR 20.9 LPA,No data found,"Particulars, Placements Statistics 2023"
167,Birla Institute of Technology and Science - [BITS],Increase in Highest CTC,35%,No data found,"Particulars, Placements Statistics 2023"
167,Birla Institute of Technology and Science - [BITS],Increase in Average CTC,9.4%,No data found,"Particulars, Placements Statistics 2023"
167,Birla Institute of Technology and Science - [BITS],Top Recruiters,"Amazon, Uber, Microsoft, Qualcomm, Texas Instruments",No data found,"Particulars, Placements Statistics 2023"
168,Mahatma Gandhi Institute of Technology - [MGIT],No data found,No data found,No data found,No data found
169,Prasad V. Potluri Siddhartha Institute of Technology - [PVPSIT],No data found,No data found,No data found,No data found
170,RKDF University,No data found,No data found,No data found,No data found
171,SunRise University - [SRU],No data found,No data found,No data found,No data found
172,Uttaranchal University,No data found,No data found,No data found,No data found
173,OPJS University,No data found,No data found,No data found,No data found
174,"PDM University, Bahadurgarh",No data found,No data found,No data found,No data found
175,Centurion University of Technology and Management - [CUTM],No data found,No data found,No data found,No data found
176,RKDF University,No data found,No data found,No data found,No data found
177,MLR Institute of Technology - [MLRIT],Number of Students Participated,-,600+,"Batch, Placement Statistics 2023, Placement Statistics 2022, Placement Statistics 2021"
177,MLR Institute of Technology - [MLRIT],Number of Companies Participated,-,43,"Batch, Placement Statistics 2023, Placement Statistics 2022, Placement Statistics 2021"
177,MLR Institute of Technology - [MLRIT],MNC’s Visited,32,38,"Batch, Placement Statistics 2023, Placement Statistics 2022, Placement Statistics 2021"
177,MLR Institute of Technology - [MLRIT],Number of Students Placed,658+,550+,"Batch, Placement Statistics 2023, Placement Statistics 2022, Placement Statistics 2021"
177,MLR Institute of Technology - [MLRIT],Number of Offers,733+,1250+,"Batch, Placement Statistics 2023, Placement Statistics 2022, Placement Statistics 2021"
177,MLR Institute of Technology - [MLRIT],Highest CTC,INR 58 LPA,INR 30 LPA,"Batch, Placement Statistics 2023, Placement Statistics 2022, Placement Statistics 2021"
177,MLR Institute of Technology - [MLRIT],Average CTC,-,INR 6.15 LPA,"Batch, Placement Statistics 2023, Placement Statistics 2022, Placement Statistics 2021"
177,MLR Institute of Technology - [MLRIT],Lowest CTC,-,INR 3.25 LPA,"Batch, Placement Statistics 2023, Placement Statistics 2022, Placement Statistics 2021"
177,MLR Institute of Technology - [MLRIT],Top Recruiters,"Virtusa, DXC, Accenture, EPAM, Brillio etc","Amazon, Walmart, Infosys, HSBC, TATA, Amadeus etc","Batch, Placement Statistics 2023, Placement Statistics 2022, Placement Statistics 2021"
