Serial No.,College Name,Info
294,Silicon Institute of Technology - [SIT],"Silicon Institute of Technology was established in the year 2001 and is located in Sambalpur, Odisha. Silicon Institute of Technology offers B.Tech and B.Tech (Lateral Entry) courses at the UG level. Admission into B.Tech course at Silicon Institute of Technology is granted to those students who have passed their 10+2 in Science stream with minimum required marks. Candidates applying for admission into B.Tech is also required to have taken up the JEE Main entrance exam. Candidates applying for admission through Lateral Entry are required to have completed a Diploma in Engineering or B.Sc Degree. Admission to B.Tech Lateral is done on the basis of OJEE entrance scores. The admission is done through the counselling process conducted by the Government of Odisha. | The institute also admits students in the third semester through the OJEE 2022 qualifying entrance examination and counselling for the lateral entry admissions. Aspiring candidates can also register for provisional admissions directly to the institute. Once they register, aspiring students are enrolled into Silicon’s application database.Based on the JEE Main 2022 National Testing Agency (NTA) score and rank, academic credentials and preference of program.Provisional admission processes can be completed in either online or off-line mode."
295,Birla Institute of Technology - [BIT],"Birla Institute of Technology, Patna is a private institute, established in 2006 is an extension of BIT, Mesra campus. The institute is approved by AICTE. | The institute is presently functioning from its campus located at Samanpura, Patna in the state of Bihar."
296,Birla Global University - [BGU],"Birla Global University (BGU), Bhubaneswar has started inviting applications for admission to its undergraduate (UG) and postgraduate (PG) programs. Candidates interested can apply for BGU Admission at forms.bgu.ac.in. Click Here"
297,GITAM,no data found
298,Medi-Caps University,"Medicaps Institute of Technology and Management which was established in 2000 was renamed as Medicaps University in 2016. The university is located in Rau (Indore), Madhya Pradesh and offers UG, PG courses in Engineering, Sciences, Computer, Management and Agriculture etc. | Additionally, Medicaps University also offers a Ph.D. course in various disciplines and an integrated BCA-MCA course. Application forms can be filled online for all the courses offered."
299,GNA University,"GNA University, Punjab offers B.Tech, B.Des, BBA, B.Com, BCA, B.Sc, BHMCT courses at the UG level. M.Sc, MBA, MCA, M.Tech. at PG level. Students can also pursue Diploma and Ph.D. under selected branches. Admission to MBA is based on valid XAT/MAT/CAT/GMAT scores while Admission to Ph.D. is done on the basis of Entrance Exam conducted by the University followed by Personal Interview round. Candidates who have completed their 10 + 2 studies from a relevant field of study apply for the UG courses at GNA University. Admission to all the other programs is based on valid scores in GU-SET (University Scholarship cum Entrance Test). Applicants who will be shortlisted will be required to appear for Personal Interview (PI) round for final admission into the desired course. | Direct Link to Apply for GNA University Admission"
300,Mahindra University,"Mahindra University, Hyderabad is a private Engineering College located at Bahadurpally, Hyderabad. It is affiliated to JNTU and was established in the year 2013. As of 2019, MEC has witnessed successful completion of two batches. | Admission for B.tech program is done based on All India Rank alloted to the candidates. This is assigned on the basis of marks scored in JEE Mains."
301,The Neotia University - [TNU],"The Neotia University (TNU) is a private university established in the year 2015. At present, the university is offering B.Tech, B.Sc, B.Sc (Hons.) BBA (Hons.), M.Sc., MHM, and many other programs. In addition to this, the university also offers Integrated programs like BA+LLB, BBA+LLB. The Neotia University (TNU) also offers Lateral Entry mode for the courses. The candidates can fill out the application form through online mode. TNU has also new courses like Integrated MBA (B.tech+MBA), BCA, B.Sc Nursing, General Nursing Midwife (GNM), etc. | Additionally, The Neotia University has introduced 3 new courses in Maritime Studies with excellent career opportunities within a very short period of time. The Sponsorship letter for 18 months sailing (2 sailing) will be provided for the courses like Post graduate Diploma in Marine Engineering (1 year) (PGDME), Diploma in Nautical Science (1 year) (DNS), and Orientation Course for Catering Personnel (OCCP) (12 Days) who works in a Ship / Cruise."
302,Starex University,"Starex University conducts various levels of academic courses under 16 schools of academic excellence. These courses are classified as UG, PG, Diploma, PG Diploma, Integrated and Certificate courses. Under UG domain, the University conducts various courses in streams like arts, science, engineering, commerce and more."
303,Institute of Engineering and Science - [IES],no data found
304,GIFT Autonomous,"GIFT Autonomous, Bhubaneswar is a private educational institute founded by Balaram Panda Trust in Odisha in the year 2007. Affiliated to Biju Patnaik University of Technology Rourkela (BPUT) and approved by AICTE. | GIFT is an engineering college accredited by NBA and NAAC with 'A++' Grade and also recognized and approved as a research center by Scientific & Industrial Research Organization (SIRO)' by the Ministry of Science & Technology, Govt. of India. Admission to the various courses will be based on the respective examination and thus the application forms should be submitted for the entrance examination and then for Biju Patnaik University of Technology."
305,Parul University,"Parul University Admission 2024 is open. Parul University offers admission to a wide range of courses at undergraduate, postgraduate and doctoral levels in the fields of Engineering, Architecture, Medical, Arts, Science, Computer etc. It also offers admission to diploma and certificate programs. Parul University is a private university located in Vadodara, Gujarat established in 2009 as the Parul Group of Institutes and was given university status in 2015. The university is recognized by UGC, AICTE, PCI, BCI, NBA, and MCI. It is among the top 2% of universities in India having an NACC A++ grade."
306,Dr. C.V. Raman University - [CVRU],"Dr. C.V. Raman University, Bilaspur is one of the reputed private universities in India. The university provides numerous courses with a wide variety of specializations for the students. CVRU offers Open and Distance Education programs as well."
307,Jigyasa University (Formerly Himgiri Zee University),"Jigyasa University (Formerly Himgiri Zee University) was established in 2003, located in Dehradun, Uttarakhand, India. The university was founded to meet the growing demand of candidates in the field of Agriculture, Forestry, Technology, Architecture, Business, Management etc."
