Serial No.,College Name,Course Name,Cutoff Mark
285,RK University - [RKU],"B.Tech Civil Engineering
Compare",32371
285,RK University - [RKU],"B.Tech Information Technology
Compare",37897
285,RK University - [RKU],"B.Tech Computer Engineering
Compare",38737
285,RK University - [RKU],"B.Tech Mechanical Engineering
Compare",38835
285,RK University - [RKU],"B.Tech Electrical Engineering
Compare",-
285,RK University - [RKU],"B.Tech Artificial Intelligence
Compare",1823
285,RK University - [RKU],"B.Tech Civil Engineering
Compare",13945
285,RK University - [RKU],"B.Tech Computer Engineering
Compare",14993
285,RK University - [RKU],"B.Tech Cyber Security
Compare",23459
285,RK University - [RKU],"B.Tech Mechanical Engineering
Compare",24568
285,RK University - [RKU],"B.Tech Civil Engineering
Compare",32371
285,RK University - [RKU],"B.Tech Information Technology
Compare",37897
285,RK University - [RKU],"B.Tech Computer Engineering
Compare",38737
285,RK University - [RKU],"B.Tech Mechanical Engineering
Compare",38835
286,Baddi University of Emerging Sciences and Technologies - [BUEST],No data found,No data found
287,Sai Nath University,No data found,No data found
288,GITAM,"B.Tech Artificial Intelligence and Machine Learning
Compare",52964
288,GITAM,"B.Tech Cyber Security
Compare",56574
288,GITAM,"B.Tech Computer Science Engineering
Compare",60761
288,GITAM,"B.Tech Computer Science and Business Systems
Compare",63981
288,GITAM,"B.Tech Data Science
Compare",64732
288,GITAM,"B.Tech Computer Science Engineering
Compare",3651
288,GITAM,"B.Tech Artificial Intelligence and Machine Learning
Compare",4471
288,GITAM,"B.Tech Data Science
Compare",4818
288,GITAM,"B.Tech Cyber Security
Compare",7275
288,GITAM,"B.Tech Computer Science and Business Systems
Compare",10406
288,GITAM,"M.Tech Data Science
Compare",4440
288,GITAM,"M.Tech VLSI Design
Compare",5718
288,GITAM,"MBA
Compare",5780
288,GITAM,"MBA
Compare",80
288,GITAM,"MBA
Compare",60
289,Yenepoya University,BHMS,1124785
289,Yenepoya University,BAMS,1205582
290,DAV University,No data found,No data found
291,Pacific University,No data found,No data found
292,ICFAI University,"MBA
Compare",55
293,KCG College of Technology,BE Aeronautical Engineering,18382
293,KCG College of Technology,BE Electronics & Communication Engineering,20762
293,KCG College of Technology,B.Tech Artificial Intelligence and Data Science,21828
293,KCG College of Technology,BE Cyber Security,22468
293,KCG College of Technology,BE Computer Science and Engineering,24462
293,KCG College of Technology,BE Aerospace Engineering,26395
293,KCG College of Technology,B.Tech Information Technology,-
293,KCG College of Technology,BE Electrical and Electronics Engineering,-
293,KCG College of Technology,BE Mechatronics Engineering,-
293,KCG College of Technology,B.Tech Fashion Technology,-
293,KCG College of Technology,BE Mechanical Engineering,-
293,KCG College of Technology,BE Civil Engineering,-
293,KCG College of Technology,BE Automobile Engineering,-
294,Silicon Institute of Technology - [SIT],B.Tech Electrical Engineering,779305
294,Silicon Institute of Technology - [SIT],B.Tech Civil Engineering,1503294
294,Silicon Institute of Technology - [SIT],B.Tech Electronics & Communication Engineering,1503367
294,Silicon Institute of Technology - [SIT],B.Tech Computer Science Engineering,1507071
294,Silicon Institute of Technology - [SIT],B.Tech Computer Science Engineering,1207823
294,Silicon Institute of Technology - [SIT],B.Tech Electronics & Communication Engineering,1208604
295,Birla Institute of Technology - [BIT],"B.Tech Computer Science Engineering
Compare",39000
295,Birla Institute of Technology - [BIT],"B.Tech Artificial Intelligence and Machine Learning
Compare",40768
295,Birla Institute of Technology - [BIT],"B.Tech Electronics & Communication Engineering
Compare",47637
295,Birla Institute of Technology - [BIT],"B.Tech Electrical and Electronics Engineering
Compare",52081
295,Birla Institute of Technology - [BIT],"B.Tech Mechanical Engineering
Compare",55869
295,Birla Institute of Technology - [BIT],"B.Tech Computer Science Engineering
Compare",70400
295,Birla Institute of Technology - [BIT],"B.Tech Artificial Intelligence and Machine Learning
Compare",79291
295,Birla Institute of Technology - [BIT],"B.Tech Electronics & Communication Engineering
Compare",101117
295,Birla Institute of Technology - [BIT],"B.Tech Electrical and Electronics Engineering
Compare",126582
295,Birla Institute of Technology - [BIT],"B.Tech Mechanical Engineering
Compare",172297
296,Birla Global University - [BGU],"MBA Finance
Compare",67
296,Birla Global University - [BGU],"MBA Marketing
Compare",67
296,Birla Global University - [BGU],"MBA Human Resource
Compare",67
296,Birla Global University - [BGU],"MBA Banking Technology
Compare",67
296,Birla Global University - [BGU],"MBA Digital Marketing
Compare",67
296,Birla Global University - [BGU],"MBA Banking Technology
Compare",60
296,Birla Global University - [BGU],"MBA Digital Marketing
Compare",60
296,Birla Global University - [BGU],"MBA Finance
Compare",60
296,Birla Global University - [BGU],"MBA Human Resource
Compare",60
296,Birla Global University - [BGU],"MBA Marketing
Compare",60
297,GITAM,"MBA
Compare",45
297,GITAM,"MBA
Compare",50
298,Medi-Caps University,No data found,No data found
299,GNA University,"MBA Business Analytics
Compare",70
299,GNA University,"MBA Finance
Compare",70
299,GNA University,"MBA Human Resource Management
Compare",70
299,GNA University,"MBA International Business
Compare",70
299,GNA University,"MBA Marketing
Compare",70
299,GNA University,"MBA Hospitality Management
Compare",70
299,GNA University,"MBA Business Intelligence
Compare",70
300,Mahindra University,No data found,No data found
301,The Neotia University - [TNU],GNM,115884
302,Starex University,B.Pharm,1354
303,Institute of Engineering and Science - [IES],B.Tech Computer Science Engineering,446368
303,Institute of Engineering and Science - [IES],B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),623183
303,Institute of Engineering and Science - [IES],B.Tech Data Science,926950
303,Institute of Engineering and Science - [IES],B.Tech Fire Technology & Safety Engineering,931317
303,Institute of Engineering and Science - [IES],B.Tech Computer Science and Information Technology,1141227
303,Institute of Engineering and Science - [IES],B.Tech Computer Science Engineering,346649
303,Institute of Engineering and Science - [IES],B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),591922
303,Institute of Engineering and Science - [IES],B.Tech Civil Engineering,768464
303,Institute of Engineering and Science - [IES],B.Tech Data Science,781542
303,Institute of Engineering and Science - [IES],B.Tech Chemical Engineering,921557
304,GIFT Autonomous,MBA,119
304,GIFT Autonomous,M.Tech. Artificial Intelligence and Machine Learning,906
304,GIFT Autonomous,M.Tech Environmental Engineering,1255
304,GIFT Autonomous,M.Tech Construction Technology,1281
304,GIFT Autonomous,B.Tech Mechanical Engineering,1207179
304,GIFT Autonomous,B.Tech Civil Engineering,904672
304,GIFT Autonomous,B.Tech Computer Science Engineering,1502578
304,GIFT Autonomous,B.Tech Electronics & Communication Engineering,1505885
304,GIFT Autonomous,B.Tech Agricultural Engineering,1506049
304,GIFT Autonomous,B.Tech Mechanical Engineering,1506612
305,Parul University,"MBA Agribusiness Management
Compare",50
305,Parul University,"MBA Biotechnology Management
Compare",50
305,Parul University,"MBA (International Trade and Business
Compare",50
305,Parul University,"MBA Banking and Financial Services
Compare",50
305,Parul University,"B.Pharm
Compare",13727
305,Parul University,"M.Pharm Pharmaceutics
Compare",3011482
305,Parul University,"M.Pharm Pharmaceutical Technology
Compare",3011506
305,Parul University,"M.Pharm Pharmacology
Compare",3011564
305,Parul University,"M.Pharm Regulatory Affairs
Compare",3011733
305,Parul University,"BAMS
Compare",8546
306,Dr. C.V. Raman University - [CVRU],BE Computer Science and Engineering,37.245
306,Dr. C.V. Raman University - [CVRU],BE Civil Engineering,36.143
306,Dr. C.V. Raman University - [CVRU],BE Mechanical Engineering,29.163
306,Dr. C.V. Raman University - [CVRU],BE Electrical Engineering,-
306,Dr. C.V. Raman University - [CVRU],BE Computer Science and Engineering,5523
307,Jigyasa University (Formerly Himgiri Zee University),No data found,No data found
308,Jagran Lakecity University - [JLU],No data found,No data found
309,ACS College of Engineering - [ACSCE],BE Computer Science and Engineering,54550
309,ACS College of Engineering - [ACSCE],BE Aerospace Engineering,59619
309,ACS College of Engineering - [ACSCE],BE Electronics & Communication Engineering,65617
309,ACS College of Engineering - [ACSCE],BE Data Science,65845
309,ACS College of Engineering - [ACSCE],BE Cyber Security,67087
309,ACS College of Engineering - [ACSCE],BE Aerospace Engineering,33264
309,ACS College of Engineering - [ACSCE],BE Computer Science and Engineering,44304
309,ACS College of Engineering - [ACSCE],BE Data Science,53968
309,ACS College of Engineering - [ACSCE],BE Electronics & Communication Engineering,60941
309,ACS College of Engineering - [ACSCE],BE Cyber Security,64079
309,ACS College of Engineering - [ACSCE],M.Tech Structural Engineering,3852
310,Adhiyamaan College of Engineering,BE Electronics & Communication Engineering,11292
310,Adhiyamaan College of Engineering,BE Computer Science and Engineering,16429
310,Adhiyamaan College of Engineering,BE Artificial Intelligence and Data Science,22675
310,Adhiyamaan College of Engineering,B.Tech Biotechnology,23880
310,Adhiyamaan College of Engineering,BE Biomedical Engineering,-
310,Adhiyamaan College of Engineering,MCA,2453
311,Ajay Kumar Garg Engineering College - [AKGEC],"B.Tech (Lateral) Computer Science & Engineering
Compare",1558
311,Ajay Kumar Garg Engineering College - [AKGEC],"B.Tech (Lateral) Civil Engineering
Compare",2423
311,Ajay Kumar Garg Engineering College - [AKGEC],"B.Tech {Lateral} Computer Science and Engineering (Artificial Intelligence and Machine Learning)
Compare",2992
311,Ajay Kumar Garg Engineering College - [AKGEC],"B.Tech (Lateral) Computer Science
Compare",3076
311,Ajay Kumar Garg Engineering College - [AKGEC],"B.Tech (Lateral) Electronics & Communication Engineering
Compare",4811
311,Ajay Kumar Garg Engineering College - [AKGEC],"B.Tech Computer Science Engineering
Compare",87578
311,Ajay Kumar Garg Engineering College - [AKGEC],"B.Tech Artificial Intelligence and Machine Learning
Compare",122329
311,Ajay Kumar Garg Engineering College - [AKGEC],"B.Tech Data Science
Compare",124068
311,Ajay Kumar Garg Engineering College - [AKGEC],"B.Tech Computer Science
Compare",128493
311,Ajay Kumar Garg Engineering College - [AKGEC],"B.Tech Computer Science and Information Technology
Compare",134619
311,Ajay Kumar Garg Engineering College - [AKGEC],"B.Tech Electronics & Communication Engineering
Compare",197152
312,Atria Institute of Technology,"BE Computer Science and Engineering
Compare",29803
312,Atria Institute of Technology,"BE Artificial Intelligence
Compare",34838
312,Atria Institute of Technology,"BE Information Science & Engineering
Compare",41349
312,Atria Institute of Technology,"BE Data Science
Compare",42778
312,Atria Institute of Technology,"BE Electronics & Communication Engineering
Compare",52565
312,Atria Institute of Technology,"MCA
Compare",5007
312,Atria Institute of Technology,"M.Tech Data Science
Compare",5339
312,Atria Institute of Technology,"M.Tech. Artificial Intelligence and Machine Learning
Compare",5369
312,Atria Institute of Technology,"M.Tech Computer Science and Engineering
Compare",5720
312,Atria Institute of Technology,"MBA Finance
Compare",11377
312,Atria Institute of Technology,"BE Computer Science and Engineering
Compare",28017
312,Atria Institute of Technology,"BE Artificial Intelligence & Machine Learning
Compare",31357
312,Atria Institute of Technology,"BE Data Science
Compare",32753
312,Atria Institute of Technology,"BE Information Science & Engineering
Compare",41258
312,Atria Institute of Technology,"BE Computer Science and Design
Compare",43601
312,Atria Institute of Technology,"MBA Finance
Compare",45
312,Atria Institute of Technology,"MBA Human Resource
Compare",45
312,Atria Institute of Technology,"MBA Marketing
Compare",45
312,Atria Institute of Technology,"MCA
Compare",45
313,Bhubaneswar Engineering College - [BEC],B.Tech Aeronautical Engineering,1203137
313,Bhubaneswar Engineering College - [BEC],B.Tech Electrical and Computer Engineering,1208544
313,Bhubaneswar Engineering College - [BEC],B.Tech Data Science,1208554
313,Bhubaneswar Engineering College - [BEC],B.Tech Computer Science Engineering,1208611
313,Bhubaneswar Engineering College - [BEC],B.Tech Aeronautical Engineering,825518
